textOriginal,processed_text,label
"@ hoo i see kalau gni penjelasannya, krn dgn pemerintah habisin anggaran otomatis ada duit “ke distribusi”",hoo i see gni krn dgn perintah habisin anggar otomatis duit distribusi,0
"@ berarti mksd si radit pengeluaran kudu jelas kemana, misal pengeluarannya yg produktif atau bermanfaat kali ya mksdnya?",arti mksd si radit kudu yg produktif manfaat kali ya mksdnya,0
"Karena itu Pak Sandi menghaluskan dg "" ya itu sudah menjadi kultur kita yang sudah ada bertahun - tahun "" sambil bermimik yang sarkas pasrah.

Dia tahu kok kalau sistem itu benernya kurang tepat karena ada juga "" Elon Musk berhasil menerapkan program efisiensinya di Space X dan akan dilanjutkan dengan masuknya dia di sistem politik Amerika ""

Yah namanya juga topik obrolan tahu sama tahulah 😁",sandi halus dg ya kultur mimik sarkas pasrah sistem benernya elon musk hasil terap program efisiensi space x masuk sistem politik amerika yah nama topik obrol,0
"Beda bro, kalo di pemerintah dikasih 100jt ya harus habis 100jt itu dalam 1th. Karna kalo ga habis berarti kelebihan anggaran, dan berpotensi dipangkas di tahun depannya. Jadi makanya kdang2 diada2in lah kgiatan biar anggaranny habis. Nah kalo di perusahaan swasta kan makin kecil pngeluaran maka makin besar keuntungan perusahaan, lain hal di pemerintahan, lu gw kasih 100jt, lu pikir deh gmn caranya 100jt ini abis, tp harus jelas habisny kemana dan keuntunganny bwt rakyat apa. 

Cuma kan kdang disalah gunakan si anggaran ini kalo di pemerintahan",beda bro kalo perintah kasih 100jt ya habis 100jt 1th karna kalo ga habis arti anggar potensi pangkas kdang2 diada2in kgiatan biar anggaranny habis kalo usaha swasta pngeluaran untung usaha perintah lu gw kasih 100jt lu pikir deh gmn 100jt abis tp habisny keuntunganny bwt rakyat kdang salah si anggar kalo perintah,1
bang radit mau pensiun nih kayaknya,bang radit pensiun nih kayak,0
Masih nungguin Dr. Gia,nungguin dr gia,0
Ngeri,ngeri,0
"ini temanya masuk ke vindes juga deh ya, mereka lagi coba lepas dari persona based",tema masuk vindes deh ya coba lepas persona based,0
Bang radiiiiit undang aku bang youtuber game penghasil uang 😊,bang radiiiiit undang bang youtuber game hasil uang,0
ANGKAATT PAKK SANDIIAGA UNO SAMA PAK GANJAR JADI MENTRI PERTANIAANN,angkaatt pakk sandiiaga uno ganjar tri pertaniaann,0
Kok pertanian?,tani,0
Peternakan,terna,0
"Ternyata itu fungsi DwiFungsii, Darijawaban Akunta Pak sandi",nyata fungsi dwifungsi darijawaban akunta sandi,0
jir kaget,jir kaget,0
"Sandi Uno sepertinya bukan pebisnis, dia investor dan kekayaannya kebanyakan dari capital gain dan deviden",sandi uno bisnis investor kaya capital gain deviden,0
"Banyaknyaa emang dia sebagai investor, tapi dia juga pebisnis, dia punya bisnisnya sendiri",banyaknyaa emang investor bisnis bisnis,0
"Ente gimana.. Saratoga itu ya bisnis. Grup bisnis yang bisnis modelnya menerima modal  orang dan diinvestasikan, lalu dapat fee atau keuntungan dari situ. Dia networth segitu karena dia yang punya saham di perusahaan Saratoga ini. So yes he's business owner",ente gimana saratoga ya bisnis grup bisnis bisnis model terima modal orang investasi fee untung situ networth segitu saham usaha saratoga so yes hes business owner,1
Sebelum jadi investor jadi pengusaha dulu dapat uang baru jd investor.,investor usaha uang jd investor,0
"wkwkwk itu beneran terjadi, daripada anggaran tahun ini masih sisa, lebih baik dihabiskan buat jalan jalan. asn ngomong begitu dengan penuh kesadaran dan tanpa rasa bersalah 😅",wkwkwk beneran anggar sisa habis jalan jalan asn ngomong penuh sadar salah,0
"Radit di menit 13:27 : ""yang benerrr???""
Buset deh bang radit bagus bgt acting sok polosnyee😂",radit menit 1327 benerrr buset deh bang radit bagus bgt acting sok polosnyee,0
"Pantesan tiap akhir tahun selalu ada proyek karna ngabisin anggaran 
Ternyata biar ga dipotong😂",pantesan proyek karna ngabisin anggar nyata biar ga potong,0
"emang gitu terus mereka, kalo abis kan berarti harus nambah",emang gitu kalo abis arti nambah,0
"@renderan  di bali sering banget akhir tahun tiba tiba ada pembangunan jalan,trotoar kwkwkw",renderan bal banget bangun jalantrotoar kwkwkw,0
"buset bang radit tahu juga tentang DOGE, mantap.",buset bang radit doge mantap,0
"Wahhh ada pak Sandi, next sama pak Anies bisa kali bang",wahhh sandi next anies kali bang,0
Undang Ferry Irwandi bang,undang ferry irwandi bang,0
"Di sini ada Pak Sandi di escape ada Pak Anies, janjian bang ya?",sandi escape anies janji bang ya,0
bahasan daging dari pak sandi makasih pak❤,bahas daging sandi makasih,0
lah di thumbnail gue kira dikta,thumbnail gue dikta,0
Tips & trik berbisnis sukses di Indonesia adalah menjadi politisi..,tips trik bisnis sukses indonesia politis,0
"Atau setidaknya dekat, atau setidaknya ada utang budi",utang budi,0
iya lagi iya lagi iya lagi,iya iya iya,0
Politisi partai papan atas tapi...,politis partai papan,0
Dia kan udah kaya sebelum jadi politisi,udah kaya politis,0
konten daging,konten daging,0
"Coba mas anies duet sama pa sandiaga uno di pemilu, pasti saya memilih anda pak, tapi sayangnya tidak",coba mas anies duet pa sandiaga uno milu pilih sayang,0
sangat amat merasakan apa yang pak Sandi katakan perihal anggaran dan penyerapan,sandi perihal anggar serap,0
"Bang pin komentar yang bagus, supaya komentar judol ga naik",bang pin komentar bagus komentar judol ga,0
"Mas radit mau kasih usulan ide nih : 
- kenapa mas radit ngak bikin aja model konten seperti THE APPRENTICE Donald Trump. Tapi dalam bisnis mas radit 
- buka open kreatif management kontestan nya. Trus bikin lah tugas2. Dan goal utama nya adalah jadi CEO di salah satu BISNIS MAS RADIT. jadi selain jadi konten goal nya dapat pengganti / magang jadi CEO nya",mas radit kasih usul ide nih mas radit ngak bikin aja model konten the apprentice donald trump bisnis mas radit buka open kreatif management kontestan nya trus bikin tugas2 goal utama nya ceo salah bisnis mas radit konten goal nya ganti magang ceo nya,0
"Meriah banget pembahasannya, semoga 𝐌𝐀𝐍𝗗𝗔𝙇𝙄𝙆𝘼❼❼! terus berkembang.",riah banget bahas moga kembang,0
"Gue kira gue salah liat, ternyata beneran bintang tamunya Pak Sandiaga Uno. Goks 👏🏻👏🏻👏🏻",gue gue salah liat nyata beneran bintang tamu sandiaga uno goks,0
Woahhhh thank you so much. Ini talk show mahal....🙏🙏🙏🇮🇩🇮🇩🇮🇩,woahhhh thank you so much talk show mahal,0
"Tapi youtube emang lagi bersih² bgt sih pak sandi, gak kek dulu lepas bgt naiknya.. MV pun sama aja",youtube emang bersih bgt sih sandi gak kek lepas bgt mv aja,0
mentioned @elonmusk buat apaan coba ? wkwkkww\,mentioned elonmusk coba wkwkkww,0
lebih ga expect ini dari pada collab sm jackson wang,ga expect collab sm jackson wang,0
Absen hadir,absen hadir,0
Apa yang kamu rasakan nonton ini kemudian nonton virzha logika? Fresh 😅,nonton nonton virzha logika fresh,0
Lagi ada projek apa pak sandiaga lagi gencar aktif di youtube,projek sandiaga gencar aktif youtube,0
"kalau gw perhatikan biasanya orang-orang kaya seperti pak sandi pengen bagi ilmu. Contohnya pak gita beliau sudah selesai dengan perjalanan hidupnya. Karir top, politisi pernah, duit juga ada. mau ngapain lagi coba? ya mungkin beliau-beliau ini pengen bagi ilmu",gw perhati orangorang kaya sandi ken ilmu contoh gita beliau selesai jalan hidup karir top politis duit ngapain coba ya beliaubeliau ken ilmu,0
Bikin app jg namanya muslimverse,bikin app jg nama muslimverse,0
"Maen uno  yuk, eh maen ke tempat pak uno😂😂😂,",maen uno yuk eh maen uno,0
"Next
-fadil pak muh
- ABEEEE",next fadil muh abeeee,0
Ditunggu kaesang dan gibrannya bang 🙏,tunggu kaesang gibrannya bang,0
Tipsnya nyefong pemerintah,tipsnya nyefong perintah,0
Terlalu nyefong mas,nyefong mas,0
Next mas Sabrang boleh tuh,next mas sabrang tuh,0
puncak dari semua tips dan trik adalah: dekat atau bergabung di pemerintahan,puncak tips trik gabung perintah,0
Agree,agree,0
Artinya itu link yg paling dibutuhkan,arti link yg butuh,0
Ga nyambung,ga nyambung,0
@@jebul7382 buzzer,jebul7382 buzzer,0
Itu yang dilakukan Deddy Corbuzier. Bahkan dia mengorbankan ke smart people an dia untuk dekat dengan pemerintah.,laku deddy corbuzier korban smart people an perintah,0
"Diversifikasi kalau mau scale up.
Nintendo yg awalnya bisnis kartu terus jadi game console.
Disney awalnya kartun aja, terus merambah ke PH, amusement park",diversifikasi scale up nintendo yg bisnis kartu game console disney kartun aja rambah ph amusement park,0
yen ono duwite 😂,yen ono duwite,0
Pertanyaan a on terselubung dan on point. gokss,a on selubung on point gokss,0
nah ini baru bintang tamu berkelas,bintang tamu kelas,0
Kok entrepreneur? Udah dibuang circle politician lagi kah?,entrepreneur udah buang circle politician kah,0
"Bro emng pebisnis sedari awal, terjun politik bagian dari keputusan bisnis nya",bro emng bisnis dar terjun politik putus bisnis nya,0
"29:45 Pengen banget lihat Bang Radit bikin film horor, semoga segera terwujud.",2945 ken banget lihat bang radit bikin film horor moga wujud,0
lah udah bang,udah bang,0
Lah 2,2,0
𝐊𝐨𝐢𝐒𝐋𝐎𝐓🌈 bikin angka 424 jadi kode hoki barusan!,bikin angka 424 kode hoki barusan,1
"Fix! 𝐊𝐨𝐢𝐒𝐋𝐎𝐓🌈 kasih skatter 500K, auto bahagia seharian!",fix kasih skatter 500k auto bahagia,0
Yang main 𝐌𝐢𝐘𝐚𝟖𝟖🌈 awal-awal sekarang udah senyum-senyum!,main awalawal udah senyumsenyum,1
"Mulai dari kecil, finish-nya luar biasa di 𝐌𝐢𝐘𝐚𝟖𝟖🌈!",finishnya,0
"𝐌𝐢𝐘𝐚𝟖𝟖🌈 bikin pengalaman main makin berkesan! Jangan cuma dengar, rasakan sendiri!",bikin alam main kesan dengar,1
Siapapun yang main di 𝐌𝐢𝐘𝐚𝟖𝟖🌈 pasti ngerasain pelayanan terbaik.,main ngerasain layan,1
"Main sebentar di 𝐌𝐢𝐘𝐚𝟖𝟖🌈, langsung happy! Ayo coba sekarang juga!",main sebentar langsung happy ayo coba,1
"𝐌𝐢𝐘𝐚𝟖𝟖🌈 kasih vibes terbaik, selalu bikin happy!",kasih vibes bikin happy,0
Gaspol Gates Sekater dapet mekswen makin mengganas,gaspol gates kater dapet mekswen ganas,0
Gak percaya? Sekater gampang sekali coba langsung tau,gak percaya kater gampang coba langsung tau,0
Gak heran Gates kasih sekater & mekswen buat semua pemain,gak heran gates kasih kater mekswen main,1
Sekali coba sekaternya beneran gampang auto cuan,coba kater beneran gampang auto cuan,1
Weedey sat-set Gates kasih sekater mekswen bikin rekening bahagia,weedey satset gates kasih kater mekswen bikin rekening bahagia,0
𝐌𝐢𝐘𝐚𝟖𝟖🌈 kasih jalur hoki buat semua yang nyoba!,kasih jalur hoki nyoba,1
"𝐌𝐢𝐘𝐚𝟖𝟖🌈 tuh rekening penuh, nggak ada yang bisa ngalahin!",tuh rekening penuh nggak ngalahin,0
"Cobain 𝐌𝐢𝐘𝐚𝟖𝟖🌈, asli mekswin beneran! Gabung sekarang dan rasakan sensasinya!",cobain asli mekswin beneran gabung sensasi,0
"Dari santai-santai, 𝐊𝐨𝐢𝐒𝐋𝐎𝐓🌈 bikin hari jadi bersinar!",santaisantai bikin sinar,0
𝐌𝐢𝐘𝐚𝟖𝟖🌈 bikin setiap hari penuh kebahagiaan! 𝐌𝐢𝐘𝐚𝟖𝟖🌈 selalu bikin penasaran!,bikin penuh bahagia bikin penasaran,0
"Masuk 20k, keluar bisa senyum seminggu!",masuk 20k senyum minggu,0
gibran kapan bang?,gibran bang,0
besok sore,besok sore,0
Hindari juday..hanya di bod0hi bandar.,hindar judayhanya bod0hi bandar,0
"Diamkan saja jangan dibahas, malah naik algoritma nya kalo dibahas pak",diam bahas algoritma nya kalo bahas,0
"𝐀𝙀Я𝙊8𝟴 gua main bentar aja, saldo lngsg naik gede",8 gua main bentar aja saldo lngsg gede,1
Next pak jokowi,next jokowi,0
wah,,0
"undang timothy ronald bang, bahas AC",undang timothy ronald bang bahas ac,0
gausah bg,gausah bg,0
Ngapain,ngapain,0
Undang tamu lain yg lebih berfaedah aja deh,undang tamu yg faedah aja deh,0
anjaaaaz,anjaaaaz,0
wkkw gua kira juan boyvoyej,wkkw gua juan boyvoyej,0
Bang timoty mana,bang timoty,0
"Tiba tiba banget Bintang Tamunya Pak Sandiaga Uno, next irfan ghafur bang",banget bintang tamu sandiaga uno next irfan ghafur bang,0
"Cok, kebanting banget requestan lu sama pak sandi 😂😂😂. Sigondrongkan lebih kelucu2",cok banting banget requestan lu sandi sigondrongkan kelucu2,0
@@enrihomedesigntapi irfan di videonya sering bareng artis level dunia,enrihomedesigntapi irfan video bareng artis level dunia,0
"​@@enrihomedesignradit kan orgnya g pilih²  yono aja dikontenin trs
Dari mana dia bisa punya ide seperti itu?km g tau kan",enrihomedesignradit orgnya g pilih yono aja dikontenin trs ide itukm g tau,0
"@@GapukCastello-cc8kz iya gw tau, yg lagi gw bahas ini soal pengusaha ke komedian, jdi langsung switch 180 derajat topiknya. Misal nih ye krn tamunya skrng pak sandi, nah nextnya reqnya misal pengusaha lain, biar gk langsung kebanting dri topiknya",gapukcastellocc8kz iya gw tau yg gw bahas usaha komedian jdi langsung switch 180 derajat topik nih ye krn tamu skrng sandi nextnya reqnya usaha biar gk langsung banting dri topik,0
lah di thumbnail kirain Randhika Jamil wkk,thumbnail kirain randhika jamil wkk,0
"Sama jir, terkecoh wkwk",jir kecoh wkwk,0
"𝐀𝙀Я𝙊8𝟴 gk nyesel join di sini, hoki terus!",8 gk nyesel join hoki,1
"𝐀𝙀Я𝙊8𝟴 gua main, saldo lngsung nambah byk",8 gua main saldo lngsung nambah byk,1
𝐀𝙀Я𝙊8𝟴 aku jadi sering maen karena hoki terus,8 maen hoki,1
"Modal kecil main di 𝐀𝙀Я𝙊8𝟴, untung berkali-kali lipat! Mantap!",modal main 8 untung berkalikali lipat mantap,1
"𝐀𝙀Я𝙊8𝟴 jekpot terus, gue sampe ketagihan",8 jekpot gue sampe tagih,0
"𝐀𝙀Я𝙊8𝟴 cuma main iseng, lgnsung jackpot!",8 main iseng lgnsung jackpot,1
𝐀𝙀Я𝙊8𝟴 lu gak percaya.. Coba aja langsung sendiri,8 lu gak percaya coba aja langsung,0
"𝐀𝙀Я𝙊8𝟴 aku maen bentar aja, saldo lngsg naik",8 maen bentar aja saldo lngsg,0
"𝐀𝙀Я𝙊8𝟴 WEDEY cepet banget, gk ribet",8 wedey cepet banget gk ribet,0
"𝐀𝙀Я𝙊8𝟴 tiap hari WD, kapan giliran lu..",8 wd gilir lu,1
"𝐀𝙀Я𝙊8𝟴 maen santai aja, tapi WEDEY jalan terus",8 maen santai aja wedey jalan,0
"Makswin lagi hari ini, mntp sih situsnya",makswin mntp sih situs,0
"Makswin brusan di Gates, seneng banget",makswin brusan gates neng banget,0
"Gacur parah, modal receh bisa makswin",gacur parah modal receh makswin,1
"Wede lancar banget, pelayanan top",wede lancar banget layan top,0
"Baru maen lgsng jepek, modal kecil aja",maen lgsng jepek modal aja,1
𝐀𝙀Я𝙊8𝟴 saya suka banget sama suasana main di sini,8 suka banget suasana main,1
Sandiaga 1,sandiaga 1,0
Pak uno belajar PR,uno ajar pr,0
"𝐀𝙀Я𝙊8𝟴 gua main dikit aja, saldo lngsg gmpang naik",8 gua main dikit aja saldo lngsg gmpang,1
"𝐀𝙀Я𝙊8𝟴 emang mantul, JP-nya gak main-main!",8 emang mantul jpnya gak mainmain,1
Habis dari channel bang Raymond ( Pak Anis) langsung ke sini ( Pak Sandiaga) 👍👍👍,habis channel bang raymond anis langsung sandiaga,0
anjirt w kira randika jamil,anjirt w randika jamil,0
Lha gw kira sekilas si ge td 🤣🤣🤣,lha gw kilas si ge td,0
Malah gue kira bio one,gue bio one,0
Mantappppp,mantappppp,0
Undang bobon santoso,undang bobon santoso,0
h,h,0
Udah tanyang @radityadika,udah tanyang radityadika,0
Pas yang lagi kepikiran bisnis tapi gatau mulai nya gimana,pas pikir bisnis gatau nya gimana,0
"Di 𝐃𝑂𝙍𝐀77 mendukung transformasi saya, dari tukang cukur jadi bos salon.",77 dukung transformasi tukang cukur bos salon,0
"sketer terus muncul, tiap maen jepek",sketer muncul maen jepek,0
lokasi mu udh ketahuan,lokasi mu udh,0
"Modal 50k lgsng makswin, GG parah",modal 50k lgsng makswin gg parah,1
ya elah ada judik,ya elah judik,0
"pak bowo , tolong tangkap admin nya pak",bowo tolong tangkap admin nya,0
Keuntungan dari 𝘋𝐎R𝘈𝟽𝟩 membuka jalan bagi saya untuk memiliki usaha lebih besar.,untung r buka jalan milik usaha,1
kedua,,0
sehat selalu yang baca komen ini🙏,sehat baca komen,0
Banyak pemain yang merasa D𝐎ЯА𝟽𝟳 memberikan pengalaman yang menyenangkan.,main d alam senang,1
𝘋ОR𝐀𝟳𝟩 menawarkan pengalaman yang efisien dan ringkas.,r tawar alam efisien ringkas,0
"Melalui 𝘿𝘖𝙍𝐀𝟽𝟳 saya bertransformasi, dari tukang jahit ke pengusaha fashion.",transformasi tukang jahit usaha fashion,0
"Gates gacur banget hari ini, auto wede",gates gacur banget auto wede,0
"Swert Bonanja mekswin, modal kecil aja",swert bonanja mekswin modal aja,1
"Makswin brusan di Starlight, nggak nyangka",makswin brusan starlight nggak nyangka,0
"Baru coba, lgsng makswin",coba lgsng makswin,0
"Dapet jakpot 10 juta, lgsng cair",dapet jakpot 10 juta lgsng cair,1
Kedua,,0
Nani?,nan,0
mantap,mantap,0
First!,first,0
Pertama😊,,0
Alhamdullilah Cuy ❤,alhamdullilah cuy,0
Alhamdulillah banget cuyy😂😂,alhamdulillah banget cuyy,0
selamat lebaran member baruuu,selamat lebaran member baruuu,0
"Mantap, orang Tasik hadir 😅",mantap orang tasik hadir,0
Bikin opor engga koh,bikin opor engga koh,0
Stay Halal Brader,stay halal brader,0
Hari gini cari yang instan? ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯ solusinya!,gin cari instan solusi,0
Ada apa sih di ☯𝐀𝐋EXIS17☯? Kok semua heboh banget?,sih exis17 heboh banget,0
"Makin penasaran sama ☯𝐀𝐋EXIS17☯, kok semua orang cerita bagus.",penasaran exis17 orang cerita bagus,0
"Baru aja pakai ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯, ternyata semudah itu!",aja pakai nyata mudah,0
"Wah, baru denger tentang ☯𝐀𝐋EXIS17☯, langsung penasaran dong.",denger exis17 langsung penasaran,0
"Keren abis, ☯AL𝐄𝗫𝗜𝗦𝟏𝟕☯ bikin segalanya mudah.",keren abis al bikin mudah,0
Nggak salah kalau ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯ lagi jadi buah bibir.,nggak salah buah bibir,0
Baru sadar ☯AL𝐄𝗫𝗜𝗦𝟏𝟕☯ tuh viral di mana-mana.,sadar al tuh viral manamana,0
"Habiskan artis kristen agar mualaf semua

Mualaf agar lebih terkenal dan kaya",habis artis kristen mualaf mualaf kenal kaya,0
Da Best collab 👌,da best collab,0
"Cepet, aman, terpercaya, itu kesan saya tentang ☯AL𝐄𝗫𝗜𝗦𝟏𝟕☯.",cepet aman percaya kesan al,0
"Kaget liat kolom komentar isinya ☯ＡＬＥＸＩＳ１７☯ semua, ternyata legit.",kaget liat kolom komentar isi nyata legit,0
"Salut sama tim ☯ＡＬＥＸＩＳ１７☯, tanggap dan profesional.",salut tim tanggap profesional,0
"Kepoin ☯AL𝐄𝗫𝗜𝗦𝟏𝟕☯, ternyata banyak manfaatnya.",poin al nyata manfaat,0
"Terimakasih ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯, beneran nggak ribet sama sekali.",terimakasih beneran nggak ribet,0
Yang nonton 1 juta lebih next carlos pasti sering minta colep sama bobon ini wkwkwk,nonton 1 juta next carlos colep bobon wkwkwk,0
"Wah, di channel lain juga banyak yang sebut ☯ＡＬＥＸＩＳ１７☯.",channel,0
"Wajar kalo banyak yang suka ☯ＡＬＥＸＩＳ１７☯, hasilnya nyata!",wajar kalo suka hasil nyata,0
"Gokil, proses di ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯ memang instan banget!",gokil proses instan banget,0
"Wih, kenapa bisa viral begitu nama ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯?",wih viral nama,0
"Keren, ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯ tuh bener-bener responsif!",keren tuh benerbener responsif,0
"Ini sih wajib dicoba, ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯ nggak main-main!",sih wajib coba nggak mainmain,1
"Segala urusan beres sama ☯𝐀𝐋EXIS17☯, mantap sekali.",urus beres exis17 mantap,0
"Kudu kasih jempol buat ☯AL𝐄𝗫𝗜𝗦𝟏𝟕☯, top markotop!",kudu kasih jempol al top markotop,0
Ngakak banget bang bobon lucuui😂,ngakak banget bang bobon lucuui,0
Dimana Cindo tidak bisa berdealek Pusat😂,cindo berdealek pusat,0
😂,,0
Wah ini tempat langganan makan Lamien Halal di Muara Karang... Enak enak semua! Yang punya aslu China ga bisa ngomong Indonesia.. kalau ga ada waiter atau kitchen staff nya ngomongnya sama yang punya pake bahasa tarzan.. kalau mau bayar cuma nunjukin kalkulator aja haha,langgan makan lamien halal muara karang enak enak aslu china ga ngomong indonesia ga waiter kitchen staff nya ngomongnya pake bahasa tarzan bayar nunjukin kalkulator aja haha,0
Berasa nonton scene kungfu panda pas lagi makan lamian,asa nonton scene kungfu panda pas makan lamian,0
"Baru coba 𝐀𝐋𝐄𝐗𝐈𝐒17, ternyata prosesnya beneran cepet!",coba 17 nyata proses beneran cepet,0
"Wajar kalo popularitas ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ meledak, hasilnya nyata.",wajar kalo popularitas a l e x i s 1 7 ledak hasil nyata,0
Akhirnya paham kenapa semua orang ramein 𝐀𝐋𝐄𝐗𝐈𝐒17!.,paham orang ramein 17,0
Proses cepat? 𝐀𝐋𝐄𝐗𝐈𝐒17! jagonya!,proses cepat 17 jago,0
"Wih, kenapa bisa viral begitu nama 𝐀𝐋𝐄𝐗𝐈𝐒17?",wih viral nama 17,0
"Sekali coba, langsung kelar urusan, thanks 𝐀𝐋𝐄𝐗𝐈𝐒17!",coba langsung kelar urus thanks 17,0
"Walau baru coba, gue udah kasih bintang lima buat 𝐀𝐋𝐄𝐗𝐈𝐒17-!.",coba gue udah kasih bintang 17,0
"Baru aja pakai 𝐀𝐋𝐄𝐗𝐈𝐒17, ternyata semudah itu!",aja pakai 17 nyata mudah,0
"suka sama nex karna klo rivew makan ga pernah menjatuhkan juga santun pasti ambil sendok sendiri juga piring terpisah buat cobain di piring dia jadi orang lain bukan makan makanan sisa tapi ya makanannya di bagi buat rame-rame, banyak bloger lain yang makannya 1 makanan malah di sisain ke temen atau crewnya, jadi kaya makanan bekas yang di kasih padahal ya harusnya klo mau makanan kasih ke orang ya ambis sedikit atau pisahin terpisah dari piringnya buat orang lain.. sukses selalu koh",suka nex karna klo rivew makan ga jatuh santun ambil sendok piring pisah cobain piring orang makan makan sisa ya makan ramerame bloger makan 1 makan sisain temen crewnya kaya makan bekas kasih ya klo makan kasih orang ya ambis pisahin pisah piring orang sukses koh,0
